;119
#teatro#;1
#techo#;1
#temblar#;1
#temer#;1
#temeridad#;1
#temible#;1
#templar#;1
#templario#;1
#templo#;1
#ten#;1
#tenaz#;1
#tender#;1
#tener;4
#tener#;1
#termino#;1
#ternura#;1
#terreno#;1
#teruel#;1
#teson#;1
#tesoro#;1
#testigo#;1
#tiempo#;1
#tienen;1
#tierno#;1
#tierra#;1
#tigre#;1
#tiniebla#;1
#tino#;1
#tinta#;1
#tirador#;1
#tirania#;1
#tirano#;1
#tirar;1
#tocado#;1
#tocar#;1
#todavia#;1
#todo;3
#todo#;1
#toma#;1
#tomar#;1
#toque#;1
#tormento#;1
#tornar#;1
#torneo#;1
#torre#;1
#torreon#;1
#trabar#;1
#traer#;2
#traerla;1
#traicion#;1
#traidor;1
#traje;1
#traje#;1
#trama#;1
#trance#;1
#tranquilizarse#;1
#tras#;1
#trastornado#;1
#trastornarse#;1
#tratar#;1
#traza#;1
#treinta#;1
#tremendo#;1
#tremulo#;1
#tres#;1
#triste#;1
#triunfante#;1
#triunfar#;1
#triunfo#;1
#trocar#;1
#tronco#;1
#trono#;1
#tropa#;1
#tropel#;1
#tu;1
#tu#;1
#tumulo#;1
#tumulto#;1
#turba#;1
#turia#;2
#u#;1
#ufano#;1
#ultimo#;1
#ultraje#;1
#umbral#;1
#un;3
#una;4
#unico#;1
#unir#;1
#usar#;1
#usted#;1
#util#;1
#v;1
#v#;1
#va;2
#vacio#;1
#vagar#;1
#valencia#;1
#valer#;1
#valeroso#;1
#valle#;1
#valor;1
#valor#;1
#vamos#;1
#van;1
#vanidad#;1
#vano#;1
#vanse#;1
#varon;1
#varon#;1
#vasallo#;1
#vase#;1
#vaya#;1
#ve;1
#ve#;1
#vecindad#;1
#vecino#;1
#vedar#;1
#velar#;1
#velo#;1
#veloz#;1
#vena#;1
#vencedor#;1
#vencer#;1
#vencimiento#;1
#vender#;1
#veneno#;1
#venenoso#;1
#venga#;1
#vengar#;1
#vengativo#;1
#venir#;2
#ventana#;1
#ventura#;1
#venturoso#;1
#ver#;2
#veras#;1
#verdad#;1
#verdadero#;1
#verdugo#;1
#verter#;1
#vestida;2
#vestido#;1
#vestir#;1
#vete#;1
#vez#;1
#vi;1
#viaje#;1
#vicio#;1
#vida#;1
#viene;1
#vii;1
#viii;1
#vileza#;1
#villa#;2
#villano#;1
#vinculo#;1
#vino#;1
#violenta#;1
#vispera#;1
#vista#;1
#visteis#;1
#vital#;1
#viuda#;1
#vive;2
#vivir#;2
#vivo#;1
#voceria#;1
#volar#;1
#voluntad#;1
#volver#;2
#volvio;1
#vos;1
#voto#;1
#voz#;1
#vuelta#;1
#vuelto#;1
#vuestras;1
#vulgar#;1
#y;2
#y#;1
#ya;5
#ya#;1
#yacer#;1
#yerno#;1
#yerto#;1
#yo;2
#yugo#;1
#z#;1
#zaguan#;1
-;7
--;43
--#;153
--#s#;1
--como;1
--con;1
--enemigos;1
--hoy;1
--junta;1
--la;1
--le#;1
--moro;1
--nadie;1
--no;1
--pagueme;1
--salvo;1
--tremula;1
--y;2
-a#;13
-esa#;2
-me#;1
-s;2
-s#;4
-se;1
-se#;2
/etext;1
1-110;1
1-148;1
1-178;1
1-61;1
106-107;1
107-109;1
10909txt;1
10909zip;1
111-458;2
115-116;1
1194-1234;1
1208-1229;1
1217-1252;1
1228-1232;1
127-130;1
131-132;1
135-136;1
137-139;1
13th;1
142-144;1
149-268;1
165-166;1
167-168;1
179-180;1
179-282;2
180-181;1
1888-1892;2
195-197;1
199-226;1
1a;1
1b;1
1c;2
1d;1
1e;2
1e1;5
1e2;1
1e3;1
1e4;1
1e5;1
1e6;1
1e7;3
1e8;4
1e9;3
1f;1
1f1;1
1f2;1
1f3;4
1f4;1
1f5;1
1f6;1
1st;1
20%;1
201-202;1
208-209;1
210-211;1
213-214;1
219-222;1
222-224;1
223-226;1
227-308;1
230-231;1
233-234;1
239-240;1
247-248;1
250-251;1
255-256;1
263-264;1
267-270;1
269-474;2
275-276;1
283-466;1
2d;7
309-437;2
311-312;1
319-320;1
327-328;1
33-34;1
335-336;1
342-344;1
364-366;1
386-387;1
395-396;1
3d;4
401-413;1
423-426;1
445-446;1
447-450;1
45-47;1
467-573;1
473-474;1
501c3;2
564-565;1
574-760;1
596-1887;1
603-605;1
616-617;1
62-226;2
64-6221541;1
673-674;1
7-130;1
7-8;1
73-74;1
761-770;1
761-780;1
771-780;1
84-86;1
87-88;1
=;51
a;536
a#;17
a-a;2
abaab;1
ababa;1
abandon;1
abandonaba;1
abandonado;1
abandonado#;1
abandonas;1
abatimiento;1
abba;1
abbaacca;1
abbaaccddc;1
abbab;1
abbba;1
abenzeit;1
abhorred;1
abide;1
abierto;1
ability;2
abismo;1
abismo#;1
able;10
abode;2
abogo;1
aborrecer;1
aborrezco;2
abound;1
about;26
above-mentioned;1
abrasador;1
abraza;1
abrazadme;1
abrazanse;1
abrazar;1
abrazo;2
abre;3
abren;1
abrese;1
abrimos;1
abrupt;1
absence;4
absent;3
absorb;1
absurd;2
abuse;2
abuses;1
abyss;1
aca;1
acaba;2
acabad;1
acabada;1
acabando;1
acabar;1
acabara;1
acabaras;1
acabe;1
acabo;1
academy;2
acatan;2
accent;2
accented;1
accept;4
acceptable;1
acceptation;2
accepted;8
accepting;1
access;10
accessed;1
accessible;2
acciones;1
acclaim;1
accompany;2
accordance;3
according;6
account;5
accumulated;1
accumulating;1
accumulation;1
accuracy;1
accurate4;1
accursed;2
accusation;1
accustomed;2
acechado;1
acentos;2
acepto;1
acercase;1
acero;9
aceros;1
achieved;1
achievement;1
achievements;1
aching;1
aciago;1
acknowledged;2
aclamando;1
aclamar;1
acometerme;1
acometido;1
acompana;2
acompanan;2
acompanandome;1
acompanandome#;1
acompanar;1
acompanar#;1
acompanarnos;1
acordaba;1
acordaras;1
acorde;1
acostumbrado;1
acquainted;1
acquirement;1
acquiring;1
act;18
action;11
active;3
activo;1
acto;10
actos;3
acts;1
actual;1
acuden;1
acudido#;1
acudire;1
acuseis;1
adapted;1
adding;1
addition;1
additional;4
additions;1
address;2
addresses;3
addressing;1
adds;1
adel;62
adel--don;1
adel--isabel;1
adelante;1
adels;1
ademan;1
adentro;1
adequate;1
aderece;1
adherence;1
adios;5
adjectives;2
adjoining;1
administer;1
administre;1
administre--;1
admiracion;1
admiration;2
admire;1
admirers;1
admission;1
admit;2
adolf;1
adonde;1
adora;2
adoraba;1
adorada;1
adorare;1
adoraros;1
adore;1
adormecido;1
adornar;1
adornment;1
adorno;1
adoro;1
adquerir;1
adv;1
advanced;3
adventure;1
adventures;1
adverbs;2
adverse;1
adversity;3
advice;1
advisable;1
afan;3
afan#;2
afecto;2
afectos;1
affairs;1
affection;2
afflict;2
affliction;1
afford;1
aficion;1
afliccion;1
aflige;1
afliges;1
afligirme;1
aflija;3
aforesaid;1
africa;2
africana;1
after;23
afterwards;1
again;7
against;16
agasajado;1
age;10
agent;3
ages;6
aggravate;1
agitated;1
ago;6
agolpados;1
agradecer;1
agradecido;1
agree;9
agreed;1
agreement;18
agua;4
aguardame;1
aguardarle;1
ahead;2
ahi;1
ahoga;2
ahogo;1
ahora;12
ahora#;1
ahorrado;1
ahorran;2
ahuyente;1
ailing;1
aim;4
aiming;1
air;1
airada;3
airada#;1
aire;3
ajena;2
ajena#;1
ajeno;1
ajenos;1
ajenos#;1
ak;1
al;115
alameda;1
alarde;2
alarido;1
alas;2
alazan;1
alba;1
albarracin;2
albedrio;1
albergue;1
alberto;1
albigense;1
albigenses;3
albigensian;2
alborotada;1
alborozo;2
alcance;1
alcance#;1
alcanzais;1
alcazaba;2
alcazar;2
alcoba;1
alcurnia;1
alejarle;1
aleve;2
aleves;1
alfambra;1
algo;1
algun;1
alguna;3
alguno;1
alhaja;1
alienta;1
alienta#;1
aliento;5
alike;1
alimentaba;2
alistara;1
alive;4
alivia;1
alivio;1
all;60
alla;5
alla#;1
allah;1
allanar;1
allanar#;1
allay;1
alleviation;2
alley;1
alli;14
allied;1
allies;1
allow;1
allowance;1
allows;1
alma;16
almas;1
almost;8
alone;5
along;5
already;10
also;9
altar;5
alteration;1
alternate;3
alternative;1
alteza;2
although;6
altivez;1
alto;1
altos;1
altura;2
altura--marsilla;1
alumbro;1
alvaro;5
alventosa;1
always;4
alza;2
alzad;2
alzando;1
alzar;1
am;3
ama;4
amaba;3
amabamos;1
amabamos#;1
amad;2
amado;1
amando;2
amante;9
amantes;28
amar;1
amargo;1
amargura;2
amasados;2
amass;1
amazed;3
ambas;1
ambicion;1
ambition;1
ambos;6
ame;1
ameer;1
amenaza;1
amiga;1
amigo;3
amigos;1
amir;9
amistad;1
amo;6
amo--vete;1
among;2
amor;43
amores;1
amorios;1
amoroso;1
amoroso#;1
amortajar;1
amortajase;1
an;34
ancestor;1
ancestry;1
ancianidad;1
ancient;4
and;392
anda;1
andeis;1
andres;1
angel;4
anger;4
angry;5
anguish;2
angustia;1
anhelada;1
anhelando;1
anhelante;1
animal;1
animas;1
animate;1
animo;2
annotated;2
announce;2
announcement;2
annul;1
ano;2
anochecer;2
anos;17
anothers;1
ansiada;1
ansias;1
answer;2
answered;1
ante;1
antes;17
antes#;1
anthology;1
anticipado;2
anticipate;1
antigua;1
antitheses;1
antonio;1
anulare;1
anunciar;2
anuncio;1
anxiety;3
anxious;4
anxiously;1
any;56
anywhere;2
apacible;1
aparece;3
aparecer;1
apart;3
aparta;2
aparte;23
aparto;1
apellido;1
apenas;4
aperciba;2
apiada;1
aplaquen;1
aplaudida;1
aplaudir;1
aplazado;1
aplicale;1
apologize;1
aposento;1
appall;1
apparent;5
apparently;3
appeal;10
appear;5
appearance;2
appeared;3
appearing;1
appears;1
appease;3
applause;3
applicable;3
application;2
applied;2
apply;4
appreciate;4
appreciated;2
appreciation;3
apprenticeship;2
approach;5
approaching;2
appropriate;1
appropriateness;1
apreciara;1
aprender;1
aprension;1
apreso;1
apresta;1
apresure;1
aprieto;1
aproxima;1
aquel;7
aquella;7
aquellas;1
aquesa;3
aquesa#;1
aqui;33
aqui#;3
ara;1
aragon;12
aragones;3
aragonesa;1
aragonesa#;1
aragonese;7
aragoneses;1
arbol;2
arch;1
archiduque;1
archive;13
archives;1
ardent;6
ardiente;1
ardientes;1
ardimiento;2
are;61
arenas;1
argument;1
arguments;1
arise;3
arm;2
arma;1
armado;1
armas;2
armchair;1
armies;1
armino;1
arms;1
around;1
aroused;1
arouses;1
arrange;1
arranged;5
arrangement;1
arrangements;1
arrastra;3
arrastrando;1
arrastrando#;2
arrastrarme;1
array;1
arrebatado;1
arrebatar;1
arremetio;1
arrepentimiento;1
arribando;1
arriesgar;1
arrimo;1
arrival;2
arrive;3
arriving;1
arrodillada;1
arrodillandose;2
arrogant;1
arrogantly;1
arroja;1
arrojalas;1
arrojo;2
arrostrar;1
arruinaba;1
art;3
arte;4
artesano;1
article;2
articles;1
articulo;1
articulos;2
artieda;2
artiedas;1
artificial;2
artisan;1
artistic;5
as;148
as-is;1
ascend;1
ascended;1
ascendientes;1
ascii;4
ase;1
asegura;1
asegurare;1
asesina;1
asesinarle;1
asesinato;1
asi;16
asia;1
asida;1
aside;4
asido;1
asio;1
asistir;1
asistirle;1
ask;6
asks;1
asomar;1
asombrado;1
aspect;1
aspects;1
aspera;1
aspirations;3
assassinate;1
assassination;1
assemble;1
assert;1
assiduity;1
assigned;1
assistance;1
assistant;1
associate;1
associated;8
assonance;10
assuage;1
assumed;1
assure;1
assured;1
astonished;1
astonishment;1
asusta;1
asustada;1
at;93
atado;2
ataud;2
atavio;1
atender;1
atendi;1
atento;1
atento#;1
aterra;1
aterras;1
atesora;1
atestiguar;1
atiendo;1
atonita;1
atras;1
atras#;2
atraviesan;1
atreves;1
atrocious;1
atroz;2
attached;1
attack;2
attempt;2
attend;1
attention;10
attentive;1
attentively;3
attest;1
attire;3
attitude;2
attract;1
attracted;3
audacia;1
aumentar;1
aumentos;1
aun;13
aun#;1
aunque;7
ausencia;3
ausentaba--isuya;1
ausentarse;1
ausente;2
austere;1
authenticity;7
author;15
authoritative;1
authority;1
authors;1
autor;1
autores;1
avail;1
available;2
avaro;1
avenge;1
avenue;1
averiguar;1
avisados;1
avisar;1
aviso;4
avoid;5
avoided;1
await;1
awaits;2
awaken;1
awakened;1
awakening;1
away;30
away--you;1
ayax;1
ayer;6
ayuneis;1
ayuntamiento;1
azagra;17
azorado;1
azorados;1
b;2
back;5
background;2
backward;1
bad;1
badly;1
bajar;1
bajo;2
balbuciente;1
balcon;4
balcones;1
balcony;1
balearic;1
ballad;1
ballads;1
bana;1
band;3
banda;1
bandera;1
bandido;1
bandidos;3
bandit;1
bandolero;1
bandoleros;4
banish;1
banished;1
bank;3
banner;1
banquet;1
bar;4
barbara;1
barcelona;1
bare;1
barely;1
barra;2
base;4
based;6
basely;1
baseness;1
basis;4
basket;1
basta;3
bastante;2
baste;1
bathe;1
batida;1
battle;3
battles;1
be;199
bear;4
bearing;2
beast;1
beat;3
beautiful;5
beauty;1
became;11
because;19
become;9
becomes;1
becoming;7
bed;4
bedroom;2
been;14
befit;1
befitting;2
before;19
beg;1
began;5
begin;2
beginning;4
begins;1
begun;1
behind;3
behoove;1
being;7
beldad;1
belen;1
belie;1
believe;6
believed;1
believer;2
believing;2
bell;1
bella;5
belleza;1
bellos;1
bells;1
belong;5
belonging;1
belongs;1
beloved;4
below;4
bend;2
bendecir;1
bendice;1
bendiciones;1
bendigo;1
bendita;1
benefactor;1
benefactress;1
benefica;1
beneficent;2
beneficio;1
benefit;2
benign;1
benigno;1
benot;1
besar;2
bese;1
beseech;1
beset;1
beside;2
besides;2
besiege;1
besies;1
best;8
bestow;1
bethlehem;1
betide;1
better;8
between;10
beyond;3
beziers;2
bibliografia;4
bibliographical;4
bibliography;3
bibliographyl;1
biblioteca;1
bibliothek;1
bien;37
bien#;3
bien--pero;1
bienes;2
bienhechora;1
bienhechora#;1
bier;1
binary;1
bind;1
birth;5
birthplace;1
bite;4
bitter;2
bitterness;2
black;1
blacken;1
blade;2
blame;3
blanco-garcia;1
blando;1
blando#;1
blasfemo;1
blasphemous;1
blemish;3
bless;1
blessed;2
blessing;3
blind;3
blink;1
blood;2
bloodshed;1
bloodstained;1
bloody;3
blot;1
blow;1
blush;1
boast;2
boastful;1
boasting;1
boca;2
boccaccio;1
boccaccios;1
boda;3
bodas;3
bodas#;1
bodies;3
body;3
bold;1
boldness;1
bond;3
bondage;1
bonds;1
book;2
books;3
border;2
borders;1
born;3
borres;1
bosom;1
bosque;1
both;7
bottom;1
boudoir;2
bound;5
boundaries;2
boundary;2
bounds;1
boveda;2
bow;2
boy;3
brand;1
branded;1
brandiron;1
brasa;1
brava;1
brave;2
brazo;4
brazos;9
breach;2
bread;2
break;9
breast;2
breath;4
breathe;3
breve;2
bridal;3
bride;6
bridegroom;1
brief;2
briefly;2
bright;4
brillante;1
brilliant;1
brindar#;1
brindarle;1
bring;7
brink;2
brioso;1
broadened;1
broken;1
brooding;1
brother;1
brush;1
buen;4
buena;4
buena#;2
bufete;2
build;1
burial;1
buried;3
burlada;1
burlada#;2
burlar;1
burn;1
burning;3
burst;2
bury;1
busca;3
buscad;1
buscar;2
buscare;1
buscarle;1
buscarme;1
buscarme#;1
buscas;1
busco;1
business;2
business@pglaforg;1
busy;1
but;34
buy;1
by;121
byron;1
c;1
cabal;1
cabalgar;1
caballero;3
caballeros;9
caballo;1
cabe;2
cabe#;1
cabello;1
cabellos;1
cabeza;3
cabinet-maker;1
cabo;3
cabo#;1
cada;3
cadaver;5
cadaveres;1
cadenas;6
cae;1
caer;2
caer#;1
cai;2
caida;1
caido;1
calabozo;2
calculate;1
calculated;1
calidad;2
call;9
calla;5
callado;2
callais;1
callar;2
calle;3
called;1
callejon;1
calles;1
calling;1
callo;1
calls;1
calm;3
calma;1
cama;6
cambio;1
came;6
caminar;2
camino;4
camino#;1
campana;1
campanas;1
can;19
candida;1
cannot;5
cansa;1
cantos;1
capable;2
capaz;1
capilla;1
capital;3
capitan;2
capitanes#;1
caprice;1
caprices;1
captain;2
captivate;1
captive;1
captivity;2
capture;2
cara;2
cara#;1
caracter;1
carcel;2
card;1
care;6
career;2
careful;6
carefully;5
caress;1
cargo;2
caricias;1
caridad;3
carino;7
carinoso;1
caro;2
carrera;1
carried;5
carry;10
cartas;5
casa;21
casa#;1
casaba;1
casada;1
casadas;1
casado;1
casamiento;1
casan;1
casar;1
casar#;1
casara;1
casare;1
casarse;1
case;4
casemos;1
cases;2
casi;3
caso;7
cast;7
castellana;1
castellanos;3
castiga;1
castigame;1
castigar;2
castigo;3
castile;1
castle;1
catalan;2
catalonia;2
caudal;1
causa;3
causar;1
cause;10
caused;2
causo;1
cautious;1
cautiva;1
cautiverio;1
cautividad;1
cautivo;8
cautivos;2
cauto;1
cavity;1
cayo;3
cazador;1
cease;2
ceba;1
cedeis;1
cediendo;1
ceiling;2
celebradas;1
celebrate;1
celestial;2
celladas;5
celo;1
celos;4
celos#;1
celosias;1
celoso;2
cement;1
cementerio;1
cementerios;1
cemetery;1
censure;2
center;1
centuries;3
century;16
cerca;3
cerca#;1
cercad;1
cercada;1
cercana;1
cerdo;1
ceremonia;1
ceremony;1
certain;12
certero;1
cesa;2
cesar;1
cesara;1
ceso;1
cesta;1
chain;1
chains;1
chair;2
challenge;2
challenged;1
chamber;1
chance;1
change;7
changed;4
changes;3
chapel;2
character;8
characteristic;2
characteristics;6
characterized;1
characters;3
charge;10
charges;1
charitable;2
charities;1
charity;1
charles;2
charm;2
check;4
checks;1
chief;4
child;1
childhood;3
childish;1
chivalrous;3
choice;1
choose;3
christ;1
christian;2
christianity;2
christians;1
church;10
ciega;1
cielo;17
cielo#;2
cieno;1
cierra;1
cierta;1
ciertas;1
cierto;3
ciertos;1
cilice;1
cilicio;1
cinco;3
circles;1
circumstances;1
cited;1
cities;1
citizen;1
city;12
ciudad;4
civilizado;1
claim;5
claimed;1
clamaba;1
clamaban;1
clamor;1
claro;1
class;2
classes;1
classic;4
classical;4
classicism;11
classicist;8
classicists;4
classics;1
claustro;1
cleanse;1
clear;4
clearly;2
clemencia;3
clever;1
climax;1
cloister;1
close;1
closed;1
closely;1
closeness;1
closing;3
cloth;3
clothes;1
cloud;1
coal;1
coarse;2
coat;3
cobarde;1
cobardes;1
cobrar;1
cobre;1
cobre#;1
cobreme;1
codes;1
coffin;3
coiffure;1
coil;1
coincidence;1
coined;1
coja;1
cold;3
coleccion;5
colera;1
collected;1
collection;5
college;3
colleges;1
colmado;1
coloca;1
colocar;2
cologne;1
color;1
colored;1
comarca;1
combate;4
combati;1
combination;1
combinations;1
combined;1
come;21
comedia;1
comedias;1
comedies;1
comedy;1
comforter;1
comic;1
comisionado;1
command;2
commentaries;1
commercial;2
commission;1
committed;1
common;4
commonplace;4
commotion;2
commute;1
como;47
como#;3
compadezco;1
companera;2
companeros;1
compania;1
companion;1
company;3
comparative;1
compare;5
compared;2
comparing;1
comparison;3
compasion;4
compelled;2
competidor;1
compilation;1
complaceros;1
complain;1
complaint;2
complaints;1
completa;1
completas;2
complete;10
completely;1
completeness;1
compliance;5
compliant;1
complicate;1
complicated;1
complimentary;1
comply;6
complying;3
composed;2
compra;1
comprender;1
comprendera;1
comprendido;2
comprendo;1
compressed;2
compromise;1
compromiso;1
computer;2
computers;2
con;141
con#;14
conceal;3
concebir;1
concederas;1
concept;2
concern;1
concerned;3
concerning;2
conciertan;1
conclude;1
conclusion;1
conclusions;2
concluyo;2
concluyo#;1
conde;2
condemn;1
condenado;1
condescend;1
condicion;2
condition;3
conditional;1
conditions;6
conducia;1
conducirle;1
conduct;1
conducted;1
conducting;1
conferenciemos;1
confesad;1
confesar;1
confess;1
confia;1
confidence;1
confieso;1
confin;1
confin#;1
confine;2
confirm;1
confirma;1
confirmation;1
confirmed;2
conflict;2
confound;1
confunda;1
confused;1
confusion;1
confuso;1
congratulation;1
conjecture;1
conjuracion;2
conjurados;1
conmigo;9
conmover;1
connected;2
connection;2
conoce;1
conoceis;2
conoceme;1
conocer;2
conocer#;1
conoceras;2
conocido;1
conocimiento;3
conozco;1
conque;1
conquer;1
conquered;1
conqueror;3
conquest;1
conquistador;3
consagra;1
consagro;1
conscientious;2
conscientiousness;1
consciousness;3
consecrate;1
consejo;1
consent;1
consenti;1
consentir;1
consequential;1
conservan;1
conservareis;1
conservemos--;1
consider;10
considera;2
considerable;4
considerables;1
consideration;1
considered;7
considering;2
consiente;1
consiga;1
consignado;1
consigo;1
consist;2
consisted;1
consists;3
consoladora;1
consolaros;1
consolation;2
console;1
consonant;2
consonantal;7
consonants;1
consort;1
consorte;4
conspira;2
conspiracy;2
conspirator;1
constancia;3
constancy;3
constant;6
constante;1
construction;3
consuela;2
consuelo;3
consuma;1
consume;1
consumia;1
consummate;1
consumo;1
contact;5
contacto;1
contad;1
contado;2
contain;5
contained;4
containing;1
contains;3
contando;1
contar;2
contemplad;1
contemporaries;2
contemporary;3
contenga;1
content;3
contents;1
contestants;1
contienda;1
contiene;1
contigo;1
contiguous;1
continent;1
continual;4
continually;1
continuamente;1
continuance;1
continue;3
continued;6
continuous;1
contra;7
contra#;1
contract;1
contradict;1
contrario;2
contrary;2
contrasts;3
contributions;2
contrite;1
contrito;1
contrive;2
control;1
controversy;1
convent;1
convention;1
conventional;1
conventionalities;1
conventionality;3
conventions;1
conversacion;2
convert;3
converted;1
convertido;2
converts;1
conveying;1
conviction;1
convictions;1
convidados;1
conviene;1
convierta;1
convince;1
convinced;1
convincing;2
convocar;1
convulsa;1
convulsed;1
copied;2
copies;7
copla;2
coplas;2
copy;15
copying;4
copyright;13
corazon;18
corazon#;2
corazones;2
cord;1
cordeles;1
cordova;1
corneille;1
corona;1
corporal;1
corporation;1
corpse;1
corrected;1
corrective;1
correctivo;1
correctness;1
corred;2
correr;3
correr#;1
correspondence;1
corresponding;5
correspondo;1
corrido;1
corrido#;1
corriendo;4
corriera;1
corro;1
corroborate;1
corrobore;1
corrompida;1
corrupt;1
corruptor;1
corte;2
cortina;1
cortinajes;1
cortinas;1
cortos;1
cosa;1
cosas;2
cosecha;1
cosme;2
cost;6
costara;4
costara#;1
costs;2
cota;1
cota#;1
cotarelo;3
could;12
council;3
counsel;2
count;4
counted;1
counter;1
counterbalanced;1
countless;1
countries;3
countries--pyramus;1
country;7
countryman;2
countryseat;1
courage;3
course;5
courses;1
court;2
courteous;2
cover;1
covered;1
covers;1
coveted;1
coyunda;1
cradle;1
creadora;1
create;1
created;2
creating;4
creation;1
creative;1
creature;2
crecia;1
credit;2
credito;1
cree;1
crei;2
creia;2
creido;1
creo;2
crescent;1
creyente;2
creyera;1
creyo;2
criada;1
criadas;4
criados;2
criados--isabel;1
criados--marsilla;1
cries;1
crime;2
crimen;4
crimen#;1
crimenes;2
criminal;3
crio;1
cristiana;3
cristiano;2
cristianos;1
critic;2
critical;6
criticism;6
critics;3
cross;4
crowd;2
crowding;1
crown;1
cruce;1
crudities;1
cruel;15
crueldad;1
crueles;1
crusade;1
crusaders;2
crusades;1
crusading;1
cruz;3
cruzamos;1
cruzo;1
cry;3
cuadre;1
cuadre#;1
cuadrilla;1
cual;7
cuales;2
cualquier;1
cualquiera;1
cuando;16
cuantas;2
cuantiosa;1
cuanto;6
cuantos;1
cuatro;5
cubierta;2
cubrirle;1
cuchilla;2
cuello;1
cuenta;1
cuento;3
cuerpo;3
cuesta;2
cueste;3
cueste#;1
cuidado;2
cuide;1
culpa;2
culpa#;1
culpada;1
culpas;1
cumplen;1
cumplese;1
cumplida;1
cumplido;2
cumplidos;1
cumplimiento;1
cumplio;1
cumplir;2
cumplira;2
cumpliria;1
cumplirse;1
cumplo;2
cuna;2
cunning;1
cupo;4
curando;1
curiosidad;1
current;2
curse;2
curtain;3
curtains;1
custodian;1
custodio;1
customs;1
cut;1
cuya;3
cuyo;2
cuyos;3
d;1
da;3
daba;2
dada;1
dadme;2
dadmela;1
dado;2
daga;2
dagger;3
daily;1
dama;4
damage;2
damaged;1
damages;4
damas;3
damascene;1
damascus;2
damasquino;1
damian;2
damp;1
dan;3
dandole;1
dandose;1
danger;5
dangerous;1
dano;1
danse;1
dar;10
dar#;2
daran;1
dare;4
daring;1
dark;3
darkness;3
darle;1
darles;1
darme;1
daros;1
darosla;1
darsela;1
dasela;1
dasele;1
data;3
date;6
dative;1
daughter;2
dawdlers;1
dawn;1
day;9
days;12
dazed;2
dazzle;1
de;601
de#;42
dead;6
dealt;1
dear;2
dearest;2
dearly;1
death;19
deba;1
debajo;1
debe;7
debeis;1
debemos;1
deben;2
deber;2
debi;1
debida;1
debido;2
debiera;4
debieron;1
debil;1
debilidad;1
debio;3
debo;8
decameron;1
deceit;2
deceive;1
deceived;1
deception;1
deceptive;2
decia;2
decias;1
decid;4
decided;2
decidedly;1
decidlo;1
decidme;1
decidmele;1
decima;4
decimas;1
decir;7
decir#;2
decirme;1
deciros;1
decirte;2
decis;1
decisive;4
decisivo;1
decisivo#;1
declara;1
decree;1
decreed;2
decreto;2
dedicate;1
deductible;1
deep;5
deeper;1
defeat;2
defeated;1
defect;3
defective;3
defectos;1
defects;2
defence;2
defend;3
defender;1
defendere;1
defendido;1
defensa;2
defienda;2
defiendo;1
definite;2
definitely;2
definition;1
definitive;1
deforme;1
deign;1
deis;2
deis#;1
deja;4
dejad;1
dejadme;2
dejado;3
dejais;1
dejame;3
dejar;1
dejara;3
dejare;1
dejareis;1
dejarle;2
dejarle#;1
dejarme;1
dejaron;1
dejarse;1
dejection;1
dejes;1
dejo;5
del;75
delante;2
delay;6
deletions;1
deliberately;1
delicacy;1
delicadeza;1
delicado;1
delighted;1
delincuente;2
delineated;1
delineation;2
delirante;1
delirio;1
delirios;1
delirious;2
delirium;2
delito;1
delito#;1
deliver;2
delivery;1
delusion;1
demand;4
demands;2
demas;6
demasiado#;1
den;2
den#;1
denigre;1
denote;1
denouement;5
dentro;12
dentro#;2
deny;2
depart;3
departure;3
depend;2
dependa;1
dependent;1
depends;1
depositaria;1
depositary;1
deposited;1
depraved;1
deprive;1
depth;1
depths;1
derecha;2
derecha#;1
derivative;3
derive;1
derived;1
derogatory;1
derramar;1
derrumba;3
des;1
desabridos;1
desabridos#;1
desacato;1
desafiados;1
desahogo;1
desairado;2
desaire;1
desaparece;1
desaparezca;1
desarrollo;1
desastrado;2
desatadme;1
desatan;1
desatar;1
desatarse;1
descansar;2
descend;1
desconocido;1
describe;2
described;1
desde;12
desden;2
desdeno;1
desdenosa;1
desdicha;2
desdichada;1
desear;2
deseara;1
desechad;1
desempenar;1
desert;2
deserter;1
deserve;2
desgarro;1
desgracia;8
desgraciadamente;1
desgraciado;3
desgracias;1
deshonrara;1
desire;4
desist;1
desista;1
desistais;1
desleal;1
deslumbrado;1
desmayase;1
desmentia;1
desmintio;1
desnuda;1
desnudas;1
desolada;1
desolate;2
despacio;1
despair;1
despecho;2
desperate;1
desperte;1
despise;1
despite;1
despojado;1
despondency;1
despondent;1
desposorio;1
desposorios;1
despotic;2
despreciar;1
desprecio;1
despues;11
desterro;2
destierro;1
destino;2
destiny;1
destreza;1
destroce;1
destroy;7
destroyed;2
destruido;1
destruido#;1
desvario;1
desvario#;1
desventura;3
desvergueenza;1
detach;1
detail;2
details;2
detain;2
detened;1
detenedme;1
deteneos;1
detener;1
detengais;1
deteniendose;1
detente;1
deter;1
determine;2
determined;1
determino;1
detest;1
detuvele;1
detuvieran;1
detuvo;2
deudor;1
deudos;2
devaneos;1
developing;1
development;2
deviate;1
device;1
devise;1
devolver;1
devora;1
devote;2
devoted;1
devotion;1
dexterity;1
di;11
dia;13
dia#;1
dialogue;1
dias;10
dice;4
dice#;3
dicen;2
dices;2
dicha;9
dichas;2
dicho;3
dichosa;3
dichoso;2
diction;5
