;118
fowling;1
fox;2
fractional;7
fragment;2
frail;1
frame;5
framed;9
framers;2
framing;4
framingham;1
france;145
france%--adams;1
france%--from;1
france%--meantime;1
france1;2
franchise;2
franchise%--taking;1
francis;7
francisco;7
franklin;23
franklin%--before;1
franklins;1
fray;6
fredericksburg;7
free;168
free-coinage;1
free-soil;6
free-soilers;6
free-state;12
free-trade;1
free1;1
freed;2
freedman;1
freedmen;8
freedmens;4
freedom;11
freeing;1
freely;5
freeman;3
freemason;3
freemen;3
freight;9
frelinghuysen;2
fremont;18
fremont%--by;1
french;204
frenchman;4
frenchmen;6
frenchtown;4
frequent;2
frequently;1
fresh;4
freshet;1
friction;1
friday;3
friend;2
friendly;4
friends;18
fries;2
friess;3
frigate;14
frigates;9
frightened;1
frightful;2
fringed;1
fro;1
frobisher;2
frobishers;1
frolic;4
from;762
front;7
frontenac;6
frontenac--with;1
frontier;29
frontier%--mr;1
frontier%--the;1
frontier1;1
frontiersman;1
frontiersmen;1
frothinghams;3
frozen;1
frugal;1
frugality;1
fruitless;1
fruits;1
frye;2
ftf%;1
fuca;1
fuego;1
fuel;5
fugitive;6
fugitive-slave;11
fugitive-slaves;1
fugitives;2
full;34
full1;1
fully;12
fulton;5
fultons;1
function;1
fund;1
fundamental;2
funded;3
funding;10
funding%--for;1
funds;3
fur;15
fur-bearing;1
fur-trading;2
furious;2
furiously;1
furnace;2
furnaces;2
furnish;2
furnished;3
furniture;3
furs;2
further;23
fury;1
fusion;2
fusionist;1
fusionists;1
future;11
g;15
ga;3
gable;1
gadsden;5
gag;3
gage;6
gages;1
gain;3
gained;8
gaines;2
gallant;10
gallantly;1
gallatin;5
gallipolis;2
gallissoniere;2
gallon;1
gallop;1
galvanized;1
galveston;1
gama;2
gambling;1
game;3
games;1
gang;1
gap;2
garfield;6
garfield%--the;1
garret;2
garrison;7
garrisons;1
gas;9
gate;2
gates;11
gateway;1
gather;4
gathered;16
gathering;6
gatherings;2
gatling;1
gave;72
gazette;3
gbnewby@pglaforg;1
gen;6
general;175
generally;12
generals;1
generation;2
generations;2
generous;2
genet;2
geneva;3
genius;4
genoa;4
gentlemen;1
gentryville;1
geographical;4
geographically;2
geography;3
george;44
georges;5
georgetown;1
georgia;55
georgia%--the;1
georgian;1
georgius;1
german;4
germans;3
germantown;3
germany;3
gerry;5
gerrymander;6
gerrymander%--one;1
gerrymandering;1
get;32
gets;1
getting;6
gettysburg;11
gettysburg%--after;1
ghent;3
gibbs;1
gibraltar;1
gibson;2
gift;2
gigantic;1
gigs;1
gila;7
gilbert;5
gillespie;4
gin;8
gin%;1
gin%--the;1
gin1;1
gins;1
girdle;1
give;40
given;93
gives;5
giving;16
glad;2
glade;1
gladly;9
glanced;1
glass;9
glide;1
globe;1
globe4;1
globes;1
glorious;1
glory;2
gloucester;1
glowing;1
glued;1
go;73
goals;1
goats;1
god;4
goes;4
goffe;2
going;34
gold;88
gold--were;1
golden;2
goldsboro;4
gone;20
good;44
good-by;1
goods;61
goodyear;2
goodyears;1
goorg;1
gordo;3
gordons;1
gorge;1
gorges;9
gosnold;4
gosnolds;1
gospel;2
gosses;1
got;7
gourgues;2
govern;3
governed;6
governing;4
government;195
government%--he;1
government--the;1
government1;1
governmental;1
governments;16
governments--moreover;1
governor;74
governors;24
governors%--the;1
governorship;1
gowns;2
graded;1
gradual;3
gradually;7
graduated;1
grahn-da;1
grain;12
grand;7
granddaughter;1
grande;26
grande2;1
grandest;2
grange;1
granite;2
grant;65
grant%--concerning;1
grant--unconditional;1
granted;29
granting;1
grants;35
graphophone;1
grappled;1
grate;1
grateful;1
gratefully;1
gratz;2
gray;6
grays;2
graze;1
grazing;1
greased;1
great;377
great--fullness;1
great--though;1
greater;12
greatest;17
greatest2;1
greatly;23
greatness;1
greeley;6
green;11
greenback;5
greenback-labor;1
greenbackers;1
greenbacks;26
greene;11
greenville;2
greet;1
gregorian;1
gregory;1
grenville;3
grew;28
greyhounds;1
grievance;1
grievances;6
grievances%--the;1
griffin;2
grinding;1
gripman;1
grips;1
grizzly;1
groesbeck;2
gross;2
grossest;1
groton;2
ground;21
ground1;1
grounded;1
grounds;1
group;12
groups;7
grover;7
grow;3
growers;1
growing;9
grown;10
growth;15
grubbed;1
grubbing;1
grumbling;1
gt;2
guadalupe;2
guam;1
guarantee;5
guaranteed;2
guard;5
guarded;2
guards;2
guerriere;5
guerrillas;1
guess;1
guest;1
guiana;2
guide;4
guides;2
guiding;2
guilford;6
guilty;6
guinther;2
gulch;1
gulf;28
gum;3
gun;6
gunboats;2
gunpowder;1
guns;12
guns--major;1
gunstocks;1
gutenberg-tm;56
gutenberg-tms;1
gutenbergs;2
guthrie;2
guy;2
h;18
hackensack;2
hackman;1
had;768
hah-lah-pah;1
hail;3
hailed;3
hair;4
haiti;1
hale;4
half;37
half-brother;1
half-century;3
half-civilized;1
half-clad;1
half-faced;3
half-fed;1
half-moon;2
half-past;1
halfway;3
halifax;3
hall;11
hall1;1
halleck;6
hallecks;2
ham;2
hamet;2
hamilton;7
hamlet;5
hamlin;3
hammer;1
hampden;2
hampered;1
hampshire;34
hampton;7
hancock;2
hand;29
handbills;1
handcarts;1
hands;16
handsomely;1
handwriting;1
handwritten;1
hanged;7
hanging;6
hannibal;2
hanover;1
happen;4
happened;16
happening;4
happier;1
happily;3
happiness;5
happy;4
harass;1
harbor;33
harbor--castle;1
harbored;1
harbors;3
hard;29
hard-coal;2
hardening;1
harder;2
hardly;7
hardship;1
hardships;3
hardware;6
hardy;3
harm;1
harmed;1
harmless;1
harnden;2
harness;1
harper;1
harpers;10
harpsichord;1
harriet;1
harrisburg;3
harrison;25
harrisons;5
harriss;1
harrodsburg;2
harshly;1
hart;2
hartford;5
harts;2
harvested;2
harvester;3
harvester%--much;1
has;70
haste;4
hasten;1
hastened;4
hastily;2
hasty;2
hat;2
hatchet;1
hatchets;3
hate;1
hated;2
hateful;1
hath;1
hatred;3
hats;6
hatteras;2
hatters;1
haul;1
hauled;2
hauling;1
havana;5
have;199
haven;17
haven1;2
haverhill;5
having;45
hawaii;4
hawaiian;7
hay;4
hayes;7
hayne;2
hays;2
haystacks;1
hazard;2
hazards;1
hb;1
head;14
headed;1
heading;2
headquarters;2
heads;5
heaped;1
hear;4
heard;28
hearers;1
hearing;8
hears;1
heart;4
heart-break;1
hearth;1
heartily;5
hearty;2
heat;2
heated;1
heathen;2
heavy;18
hebrew;1
hedges;1
heed;1
heeded;1
heedless;1
height;1
heights;9
heir;1
heirs;2
held;73
helena;3
helmsman;1
help;21
helped;5
helplessness;1
hemisphere--off;1
hemisphere1;1
hemmed;2
hence;1
henceforth;2
hendricks;3
hennepin;2
henri;2
henrietta;1
henry;37
henry%--while;1
henrys;1
herds;4
here;16
hereby;2
herein;1
heresy;2
herkimer;1
hero;2
heroes;1
heroes%--it;1
herschel;2
hesse;1
hessians;6
hessians1;1
hewn;1
hid;2
hidalgo;2
hidden;1
hideous;1
hides;1
hiding;2
high;22
higher;2
highest;8
highlands;1
highly;1
highway;6
highways;10
highways%--by;1
highways--arrival;1
hildreth;1
hildreths;3
hill;26
hills;9
hilltop;1
him--was;1
hinder;1
hindering;1
hinges;3
hinsdales;2
hired;1
hiring;1
hispaniola;3
historical;4
history;116
hither;2
hitherto;1
hoard;3
hobart;2
hoboken;2
hobson;1
hoe;2
hoes;1
hogshead;1
hogsheads;1
hoisted;2
hoists;2
hold;24
holder;9
holding;10
hole;2
holes;1
holland;13
hollidaysburg;1
holly;3
holston;2
holsts;1
holy;9
homage;1
home;36
homemade;3
homes;1
homespun;1
homestead;3
hominy;1
hon;2
honduras;1
honest;2
hong-kong;1
honor;16
honorable;1
honored;1
hoo-ahn;1
hood;5
hoods;2
hook;1
hooker;9
hooker--fighting;1
hoot;1
hope;14
hoped;1
hopeless;1
hopes;2
hoping;2
hopkinson;2
horace;3
horatio;4
horizontal;1
horizontally;1
horn;2
hornet;2
horrid;1
horrified;1
horror;1
horrors;1
horse;5
horse-car;1
horse-power;1
horseback;7
horseless;1
horserake;1
horses;20
horseshoes;1
hose;1
hospital;1
hospitality;1
host;8
hostile;5
hostilities;4
hostility;2
hot;6
hot-air;2
hotel;1
hotly;1
hour;13
hours;26
housatonic;1
house;103
house%;1
household;9
householder;1
houses;29
houses--a;1
houses1;1
houston;2
houstons;1
how;41
howe;20
howe1;1
howell;2
howells;1
howellss;1
however;41
html;1
https//gutenbergorg/license;1
https//pglaforg;2
https//pglaforg/donate;1
https//pglaforg/fundraising;1
https//wwwgutenbergorg;1
https//wwwgutenbergorg/1/0/2/3/10234;1
https//wwwgutenbergorg/1/1/3/1/11313/;1
https//wwwgutenbergorg/2/4/6/8/24689;1
https//wwwgutenbergorg/etext06;1
https//wwwgutenbergorg/gutindexall;1
https//wwwpglaforg;1
huddled;1
hudson;46
hudson%--a;1
hudson%--meantime;1
hudsons;2
huge;7
hugged;1
hugging;1
huguenot;2
huguenots;1
hulks;1
hull;8
hulls;2
human;10
humane;3
humanity2;1
humiliated;2
humiliation;1
humphrey;2
hundred;31
hundreds;14
hundredweight;1
hung;6
hunger;2
hunt;5
hunted;3
hunter;2
hunters;3
hunting;3
hurl;1
huron;2
huron-algonquin;1
hurons;1
hurricane;1
hurried;24
hurries;2
hurry;3
hurrying;5
hurt;3
husband;1
husbandry;1
husks;1
hut;3
hutchinson;4
huts;6
hydraulic;1
hymn;1
hypertext;1
iberville;5
ibid;2
ice;4
iceland;1
idaho;14
idea;15
ideal;1
ideas;7
identical;1
identification;1
identified;2
identify;1
idle;5
idleness;1
if;137
ignorance;1
ignorant;4
ignored;1
ignoring;1
ii;41
iii;18
ill;3
ill-housed;1
ill-shaped;1
illegal;6
illegally;1
illinois;33
illness;1
illuminate;1
illustrated;3
illustrates;1
illustration;202
illustrations;1
illustrative;2
image;1
imitated;2
imitators;1
immediate;9
immediately;7
immense;23
immigrant;2
immigrants;4
immigrants%--many;1
immigration;13
immunities;1
impair;1
impaired;1
impatient;2
impeached;4
impeached%--by;1
impeachment;5
impeachments;1
impel;2
impending;1
impenetrable;1
imperative;1
imperialism;1
imperiled;1
implacable;1
implements;5
implied;2
implies;2
import;8
importance;18
importance1;1
important;29
importation;8
importations;1
imported;8
importing;1
imports;3
impose;2
imposed;7
imposing;2
impossible;12
imposts;2
impress;1
impressed;6
impressed%--all;1
impresses;1
impressing;1
impressment;6
imprisoned;4
imprisoned1;1
imprisonment;3
improbable;1
improved;5
improvement;3
improvements;26
improvements%--no;1
in;3678
inaccurate;1
inaction;1
inalienable;1
inapplicable;1
inaugural;2
inaugurated;23
inaugurated%--the;1
inauguration;5
inauguration%--as;1
incalculable;1
incapable;1
incendiary;1
incentive;1
incessant;2
incident;1
incidental;1
incite;1
inciting;1
inclined;5
inclined-plane;1
inclosed;1
include;3
included;7
includes;1
including;16
income;7
incomes;2
incomplete;1
inconvenience;1
incorporation;1
increase;17
increased;24
increasing;5
incredible;1
incurred;3
ind;2
indebtedness;2
indecisive;1
indeed;13
indefinitely;1
indemnify;1
indemnity;1
indented;6
indents;3
indenture;1
indentured;1
indentures;1
independence;54
independence%;1
independence%--in;1
independence%--the;1
independence--1776;1
independent;26
independents;2
indestructible;4
index;2
india;27
indian;74
indiana;23
indianapolis;2
indians;140
indians%--how;1
indians%--the;1
indians%--though;1
indicate;1
indicating;2
indication;1
indictment;1
indies;32
indifferent;2
indignant;1
indignation;2
indigo;6
indirect;1
indirectly;2
individual;8
individually;1
individuals;3
indomitable;1
indorse;1
indorsed;2
indorsing;1
induce;2
induced;4
inducing;1
industrial;30
industries;10
industrious;1
industry;13
industry%--as;1
industry%--the;1
inestimable;2
inevitable;2
infant;5
inferior;3
inferiority;2
inflammatory;1
inflate;1
inflated;1
inflation;3
inflicted;8
influence;5
influenced;1
influential;1
informal;1
information;13
informed;1
infringement;1
ingenious;1
ingratitude;1
inhabitant;2
inhabitants;20
inhabited;3
inhabited%--three;1
inhaled;1
inheritance;2
injunction;1
injure;1
injured;2
injuries;1
injury;1
ink;2
inland;6
inlet;2
inn;2
inn1;1
inner;1
inns;3
inns%--the;1
innumerable;3
inoperative;1
inquiry;2
inscribe;1
inscribed;2
inscription;2
insect;1
insensible;1
inserted;2
inside;6
insist;1
insisted;16
insisting;3
insists;1
insolence;1
insolent;1
inspecting;1
inspection;2
installment;3
installments;1
installments1;1
instance;5
instant;5
instantly;6
instead;17
instigate;1
institute;2
instituted;1
institution;10
institutions;15
institutions%--of;1
instructed;6
instructions;7
instruments;1
insult;2
insulted;2
insulting;2
insure;2
insured;1
insurgente;2
insurgents;2
insurrection;10
insurrectionary;1
intellectual;2
intend;1
intendant;2
intended;14
intending;1
intense;4
intent;3
intention;7
intents;2
intercourse;1
interest;37
interest-bearing;1
interest-paying;1
interested;5
interesting;3
interests;15
interfere;6
interfered;1
interference;3
interfering;1
interior;12
internal;28
international;3
interpret;1
interpretation;2
interpreted;1
interrupted;1
interstate;12
intervals;2
intervene;2
intervention;3
into;241
intoler-;1
intolerable;6
intolerance;3
intolerantly;1
intrenched;1
intrenchment;1
intrenchments;2
intrinsic;1
introduce;3
introduced;12
introduced%--at;1
introduces;1
introduction;6
intruder;1
intrusted;3
invade;4
invaded;8
invaded%--for;1
invaded%--though;1
invades;1
invading;2
invalid;1
invalidity;1
invaluable;1
invariably;1
invasion;3
invasions;1
invented;11
invention;3
inventions;14
inventions%--the;1
inventive;3
inventors;1
invested;2
investigate;2
investigation;2
investing;1
investors;1
invincible;1
invisible;2
invitation;1
invite;1
invited;5
involuntary;3
involved;4
iowa;10
iowa1;1
ireland;8
irish;1
irishmen;2
iron;21
iron-armored;1
ironclad;3
ironclads;2
ironclads%--to;1
ironmongery;1
irons;1
ironsides;2
iroquoian;2
iroquois;11
iroquois%--elsewhere;1
irrigation;2
irs;1
irving;1
irvings;1
irwin;2
irwinsville;2
is;290
isabel;1
isabella;2
island;97
island%--there;1
islanders;1
islands;37
isle;2
isles;1
isolated;1
issue;48
issue1;1
issued;42
issued%--this;1
issues;29
issues%--the;1
issues%--we;1
issuing;8
isthmian;2
isthmus;9
it1;2
italian;2
italians;1
italy;1
items;1
its;168
iuka;6
iv;20
ivory;1
ix;4
j;20
jacinto;4
jack;3
jack-of-all-trades;1
jacket;1
jackson;72
jackson%--when;1
jacksons;6
jacob;4
jacques;2
jail;1
jails;2
jalapa;3
jamaica;4
james;69
jamestown;13
jamestown1;1
jan;3
janney;1
janneys;1
january;39
japan;3
java;3
jay;11
jays;4
jb;2
jealous;1
jean;1
jefferson;43
jefferson%--the;1
jefferson3;1
jeffersons;4
jeremiah;2
jerry;2
jersey;49
jersey%--the;1
jersey1;1
jerseymen;1
jerseys;3
jerseys%--washington;1
jet;2
jews;1
jim;1
joe;1
joel;2
john;143
johns;3
johnson;21
johnsons;4
johnston;19
johnstons;3
johnstown;2
join;15
joined;27
joining;1
joins;2
joint;18
joint-stock;1
jointed;1
joints;1
joliet;4
joliet%--the;1
jones;7
jones%--meanwhile;1
joseph;16
joshua;2
josiah;2
journal;9
journals;1
journey;12
journeyman;1
journeys;3
joy;3
joyful;1
juan;3
jubal;2
judge;7
judged;1
judges;11
judgment;3
judicial;8
judicial--are;1
judiciary;2
julian;3
juliet;2
july;65
jumonville;2
jumped;1
junction;2
june;54
jungles;1
juniata;1
juries;1
jurisdiction;5
jurors;1
jury;4
jury%--in;1
jury1;1
jury2;1
just;56
justice;14
justices;7
justify;1
k;5
kan;1
kanawha;4
kansas;56
kansas%--thus;1
kansas%--we;1
kansas-nebraska;7
kansas1;1
kaskaskia;2
kearny;4
kearsarge;2
keel;2
keen-sighted;1
keep;27
keeper;1
keeping;5
keg;1
kendall;2
kennebec;5
kennedys;1
kentuckians;1
kentucky;53
kentucky%--the;1
kept;23
kern;1
kettle;1
kettles;2
key;3
kickapoo;2
kickapoos;1
kidders;1
kidnaped;1
kill;1
killed;31
killing;2
kind;25
kind--in;1
kinds;6
kinetoscope;1
king;107
king-killers;1
kings;10
kirschner;2
kirtland;2
kit;2
kitchen;3
kite;1
klan;3
klan%--grant;1
klux;6
knees;1
knew;11
knights;6
knit;3
knitting;1
knives;1
knob;1
knocking;1
know;11
know-nothing;5
know-nothings;1
knowing;7
knowledge;2
known;49
knows;1
knox;3
ku;6
ky;4
l;7
l10000;2
l1250;1
l16000;1
l20;1
la;25
la-on;1
labor;79
labor%--meanwhile;1
labor%--on;1
labor%--trades;1
labor-reform;3
labor-saving;3
labored;2
laborer;8
laborers;4
laboring;1
labors;3
labor}the;1
labrador;3
lacked;1
laconia;2
lad;1
ladder;1
laden;2
lading;1
ladrones;1
lafayette;4
lagged;1
lah;1
laid;43
lake;63
lakes;23
lakes1;1
lamp;2
lamps;1
lancaster;4
land;146
land--growth;1
land-claiming;1
land-holding;1
land-owning;1
land2;1
landed;30
landing;17
landing%--after;1
landlord;1
lands;31
landscapes;1
lane;8
language;6
languages;1
lantern;2
large;45
largely;6
larger;7
largest;8
larimer;2
lash;1
lashed;3
lashings;1
last;53
lasted;1
lasting;2
latch;4
late;9
later;71
latin;1
latinized;1
latitude;9
latitudes;1
latter;3
laud;2
laudonniere;3
laughed;1
laughing;2
launched;1
laurens;1
law;110
law%--an;1
law%--in;1
law%--the;1
law4;1
lawful;4
lawfully;1
lawrence;28
lawrence2;1
laws;97
lay;34
layers;1
laying;5
le;4
lead;18
leader;10
leaders;34
leadership;2
leading;4
leads;7
leaflets;5
league;10
leagues;1
leaped;1
learn;1
learned;2
learning;1
lease;1
leased;1
least;12
leather;8
leathern;1
leave;25
leaven;1
leavenworth;6
leaves;5
leaves1;1
leaving;10
leckys;1
lecompton;6
led;82
lee;43
lee%--at;1
leeds;1
lees;4
leesburg;2
left;76
legal;18
legal-tender;1
legalized;1
legally;2
legend;1
legends;1
leger;6
legers;1
legislate;2
legislation;11
legislative;8
legislators;1
legislature;74
legislatures;28
lehigh;1
leif;2
leisurely;2
lenape;2
lenape%--these;1
length;8
lenni;3
leon;3
leopard;3
leopard%--such;1
leopard-chesapeake;1
less;38
lessened;1
lesson;1
lest;8
let;9
letter;23
letters;15
level;1
leveled;1
levels;1
levi;2
lewes;1
lewis;11
lewiston;3
lexington;16
lexington%--meantime;1
leyden;1
liability;3
liable;2
liberal;7
liberality;1
liberation;1
liberator;2
liberties;1
liberty;30
liberty%--meantime;1
library;4
license;18
licensed;1
licenses;1
lid;1
lies;3
lieu;3
lieutenant;6
life;68
life%--while;1
life1;1
lifelong;1
lift;3
lifted;2
light;15
lighted;6
lighthouses;1
lightning;1
lights;3
like;21
liked;1
likely;13
likes;1
likewise;1
limestone;2
limit;4
limitation;5
limited;15
limiting;2
limits;5
lincoln;73
lincoln%--by;1
lincoln%--the;1
lincoln%--while;1
lincoln-douglas;1
lincolns;4
line;101
line%--by;1
line%--one;1
lined;2
lineman;1
linen;3
lines;12
lingered;1
linked;1
links;3
liquor;1
liquors;3
lisbon;3
list;14
listened;1
lists;2
literally;1
literary;13
literature;2
little;103
live;10
lived;27
livelihood;1
lively;1
liverpool;7
lives;5
living;18
livingston;2
lloyd;2
lo;1
lo-do-ne-ar;1
load;2
loaded;5
loads;1
loan;5
loan-office;4
loaned;4
loaned1;1
loaning;2
loans;4
loath;1
lobsters;1
local;8
localities;1
locate;1
located;5
locating;1
location;1
locations;2
lock;1
lock-stitch;1
locked;2
locks;1
locomotion;1
locomotive;9
locomotives;2
lodge;2
lodged;1
lodges;13
lodging;1
lodgings;1
log;20
logan;2
logs;6
logstown;3
logwood;1
london;38
londonderry;1
long;98
long-silent;1
long-standing;1
long-threatened;1
long1;1
longer;19
longfellows;1
longs;2
look;6
looked;4
looking;1
lookout;3
loom;2
loom1;1
looms;1
loopholes;1
loose;3
lord;29
lords;10
lorenzo;2
lose;1
loses;3
loss;17
losses;1
lost;18
lot;3
lots;3
lots1;1
lottery;4
lottery%--the;1
loudly;1
louis;22
louis2;1
louisburg;11
louise;1
louisiana;58
louisiana%--concerning;1
louisiana%--when;1
louisville;5
love;1
loved;1
lovejoy;2
lover;1
low;12
lowell;3
lower;14
lowered;2
lowering;1
loyal;11
lt;1
luggage;1
lull;1
lumber;12
lumber--to;1
lumbering;1
lumbermen;1
lummis;1
lunatic;1
lundy;2
lundys;4
lurked;1
lustily;1
lusty;1
luther;2
lutherans;1
luzon;1
lying;5
lynn;2
lyon;2
m;9
ma-jel-an;1
ma-nen-deth;1
macedonian;2
machine;31
machine%--as;1
machinery;10
machinery--the;1
machines;4
mackerel;1
mackinaw;1
maclays;3
macomb;2
macon;5
made;394
made1;1
madeira;1
madison;17
madisons;1
madness;1
magazine;13
magazines;4
magazines%--a;1
magellan;8
magellans;2
magistrate;2
magistrates;1
magnificent;1
magoon;1
mah-ree-ah;1
mail;11
mails;8
mails%--thus;1
maimed;1
main;5
maine;39
maine%--when;1
mainland;1
maintain;3
maintained;1
maintaining;2
maintenance;1
maize;2
major;11
majorities;3
majority;24
majors;1
make;111
makers;2
makes;7
makeshifts%--thrown;1
making;38
male;2
males;1
malt;1
man;73
man--was;1
man-of-war;1
man1;1
managed;5
management;6
managers;1
manassas;2
manassas%--general;1
manchester;1
mandates;1
manhattan;4
mania;1
manifest;1
manifested;1
manila;9
manila--while;1
mankind;7
manly;1
manned;3
manner;11
manners;4
manor;1
mansion;2
manslaughter;1
manual;1
manufactories;2
manufacture;13
manufactured;10
manufacturer;1
manufacturers;4
manufacturers%--for;1
manufactures;37
manufactures%--as;1
manufacturing;6
manuscript;2
many;141
map;30
map1;1
maple;1
mapped;2
maps;5
mar-ket;1
marauders;1
marauding;2
marblehead;1
march;98
marched;26
marches;3
marching;2
marcos;7
marcus;2
maria;5
marietta;5
marine;2
marines;2
marion;2
maritime;2
mark;3
markd;2
marked;19
market;6
markets;3
marking;3
marks;5
marque;2
marquette;6
marquis;6
marriage;3
married;1
marshal;1
marshall;5
marshals;1
marshes;2
martin;12
martyr;1
marvelous;6
mary;3
maryland;56
marys;4
masks;1
mason;13
masonry;2
masons;1
mass;14
mass1;1
massachusetts;91
massachusetts%--down;1
massacre;20
massacred;5
massacres;3
massasoit;1
masses;1
master;6
masterly;2
masters;5
mastheads;1
matagorda;2
matamoras;4
match;3
matches;2
material;2
materials;1
matter;27
matters;24
matters--the;1
maturer;1
mauchchunk;1
maumee;1
maximilian;3
maximum;1
may;113
mayflower;10
mayflower--really;1
mayflower1;1
mayor;1
maysville;2
mcallister;2
mcclellan;25
mcclellans;3
mcclure;1
mccormick;4
mcdonough;3
mcdowell;13
mchenry;1
mchenry2;1
mckees;1
mckinley;15
mckinleys;1
mcmaster;7
mcmasters;30
mcpherson;1
md;4
meade;4
meadows;1
meager;1
meal;1
mean;7
meaning;8
means;40
meant;8
meantime;19
meanwhile;9
measure;10
measure--a;1
measured;1
measures;23
measures--the;1
meat;4
meat-packing;1
mechanic;2
mechanical;12
mechanics;2
mechanicsville;2
meddle;7
meddling;1
medical;1
medicine;1
medicines;1
mediterranean;4
medium;5
meekly;1
meet;36
meeting;25
meetings;9
meetings1;1
meets;1
meigs;3
melan;1
melted;2
member;15
members;46
memoir;1
memoirs;4
memorable;6
memorials;1
memphis;6
men;267
men--did;1
men1;2
mendoza;2
menendez;4
mention;3
mentioned;6
mercer;2
merchandise;4
merchant;11
merchantibility;1
merchantmen;5
merchants;31
mercy;1
mere;5
merely;11
meridian;2
meriwether;2
merrimac;16
merrimac%;2
merritt;1
merritts;2
message;10
message%--while;1
message1;1
messages;4
messenger;4
messengers;4
met;91
metal;1
metals;5
metals1;1
method;4
methods;3
metropolis;2
metropolis%--the;1
mexican;16
mexicans;6
mexico;91
mexico%--meantime;1
mexico%--the;1
mexico--where;1
mexico1;1
miami;3
miamis;1
michael;2
michigan;18
michilimackinac;2
middle;28
middle-aged;1
midnight;1
midst;5
mifflin;2
might;78
migrated;1
migration;4
milan;8
mile;6
mileage;1
miles;79
milford;3
militarism;1
military;23
militia;15
mill;18
mill%;1
millard;4
milled;1
million;6
millionaires;1
millions;7
mills;23
millstones;1
milwaukee;2
mind;7
mined;1
mineral;1
miners;2
mines;11
mingled;1
mingling;2
mining;5
minister;26
ministers;4
minneapolis;3
minnesota;12
minor;1
minority;4
mint;9
mint%--quite;1
mintage;1
mints;2
minute;9
minutes;2
misbranding;1
misdemeanors;1
misery;1
mishaps;1
mismanagement;1
misrule;1
miss;2
missed;3
missing;1
missing1;1
mission;17
missionaries;5
missionary;4
missions;4
mississippi;137
mississippi%--in;2
missouri;81
missourians;5
mistake;4
mistaken;2
mittens;3
mixed;1
mixture;1
mo;1
mo-lee-no;1
mob;1
mobile;13
mobs;2
moccasin;1
mock;1
model;7
modeled;1
moderate;1
modern;7
modification;1
modifications;1
modified;1
mohawk;12
mohawk1;1
mohawks;2
mohawks--the;1
mohegan;2
mohegans;1
molasses;7
molested;1
molino;3
moment;15
moments;1
monarchial;1
monarchical;3
monarchy;3
monday;5
money;142
money%--the;3
money%--when;1
money-getting;1
money-loaning;1
money1;1
mongolian;1
monitor;7
monitor%--early;1
monk;1
monmouth;4
monogram;1
monongahela;3
monopolies;1
monroe;36
monroe%--this;1
monroe1;1
monroes;4
monster;3
mont;1
montana;15
montcalm;10
montcalm1;1
monterey;6
montezuma;2
montgomery;8
montgomerys;1
month;21
monthly;3
months;31
montreal;23
montreal1;1
monument;3
monuments;1
moon;1
moonless;1
moonlight;1
moose;3
moral;1
morals;1
moravians;1
more;180
more1;1
morgan;8
mormon;3
mormonism;1
mormons;6
mormons%--but;1
morning;18
morris;5
morristown;9
morse;3
morses;2
mortally;1
mortar;1
mortgage;3
morton;6
moses;3
moss-grown;1
most;88
mostly;6
mother;5
motion;1
motive;3
motors;1
motto;4
moultrie;4
moultrie--were;1
mount;6
mountain;19
mountain%--after;1
mountaineers;1
mountainous;1
mountains;53
mountains%--though;1
mounted;6
mounting;2
mouth;36
mouths;3
movable;1
move;8
moved;20
movement;29
movement%--the;3
movements;2
mover;1
moves;3
moving;8
mowers;1
mowing;1
mr;20
mrs;1
ms1;1
mt;3
much;67
mud;3
mugwumps;3
mules;1
multi-millionaires;1
multitude;2
municipal;1
municipality;1
munitions;1
murder;6
murdered;3
murderers;1
murders;1
murfreesboro;4
murfreesboro%--for;1
murmur;1
murray;2
museum;7
music;1
musket;1
musketry;1
muskets;1
muskhogean;1
muskhogee;1
muskhogees;1
muskingum;2
muslin;1
muslins;1
must;106
muster;1
mustered;1
mutinied;1
mutinous;1
mutiny;2
muzzles;1
my;8
n;5
nailed;2
nails;2
naked;1
name;74
name--usually;1
named;67
namely;3
names;11
naming;3
nancy;1
nantes;1
nantucket;4
napoleon;21
napoleon%--and;1
napoleons;2
nar-vah-eth;1
narragansett;3
narragansetts;2
narrate;1
narration;1
narrative;1
narrow;4
narvaez;6
nashville;6
nassau;7
natchez;5
natchez2;1
natchitoches;2
nathan;2
nathanael;2
nathaniel;2
nation;22
national;173
nationalists;1
nations;24
nations2;1
native;15
native-born;1
natives;7
natural;4
naturalization;9
naturalized;2
naturally;1
nature;1
natures;1
naught;1
naumkeag;3
nautical;1
nauvoo;3
naval;34
navies;1
navigable;2
navigating;1
navigation;11
navigation%--the;1
navigators;2
navy;42
navy%--the;1
navy1;1
nays;1
nc;6
neal;2
near;54
nearer;5
nearest;5
nearly;25
nebraska;18
necessaries;2
necessarily;1
necessary;55
necessity;5
neck;3
neck--the;1
need;10
needed;11
needle;1
needless;1
needs;4
neen-yah;1
neglect;1
neglected;2
negligence;1
negotiate;1
negotiated;7
negotiates;2
negotiation;2
negotiations;1
negro;23
negroe;1
negroes;20
neighborhood;3
neighboring;5
neighbors;2
neither;20
nephew;1
neponset;1
netherland;15
netherland2;1
netherlanders;1
network;1
neutral;19
neutral--yes;1
neutrality;14
neutrals;5
